Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label,Results
10.42.0.151-10.42.0.1-48774-53-17,08-09-22,0.0,55.45706499,10.19160036,Snow,27.072,1.617,Achalpur,India,21.70N,77.02E,Whole Year ,Garlic,1,1
10.42.0.211-10.42.0.1-25289-53-17,09-09-22,7.150196961,64.44671566,13.83892318,Rain,24.947,1.53,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,0,0
10.42.0.211-64.233.190.94-50221-80-6,10-09-22,0.0,54.15651691,4.404861383,Rain,25.423000000000002,1.48,Achalpur,India,21.70N,77.02E,Whole Year ,Sweet potato,1,1
169.47.5.250-10.42.0.211-443-50765-6,11-09-22,9.779019564,37.5305213,3.4319753110000004,Partly Cloudy,24.259,1.5759999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,0,0
10.42.0.151-104.47.151.128-50032-443-6,12-09-22,0.0,69.64608344,1.95970625,Cloudy,22.217,1.936,Achalpur,India,21.70N,77.02E,Kharif     ,Bajra,1,1
10.42.0.151-120.196.211.8-37820-80-6,13-09-22,0.0,66.688303,0.657896729,Cloudy,19.676,2.562,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
10.42.0.151-103.7.30.118-43688-80-6,14-09-22,0.0,76.35718207,0.5987100470000001,Sunny,18.273,1.966,Achalpur,India,21.70N,77.02E,Kharif     ,Cotton(lint),0,0
158.85.58.49-10.42.0.151-443-59676-6,15-09-22,0.0,83.82301748,5.695061775,Cloudy,21.756,2.285,Achalpur,India,21.70N,77.02E,Kharif     ,Cowpea(Lobia),1,1
10.42.0.151-106.39.169.66-43585-80-6,16-09-22,0.0,41.22289552,1.974100564,Sunny,26.502,2.342,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,0,0
202.77.129.230-10.42.0.211-80-36713-6,17-09-22,8.867250324,54.54352244,0.519187133,Snow,30.497,2.218,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,0,0
172.217.3.99-10.42.0.151-443-52193-6,18-09-22,0.0,33.71457133,10.84640693,Cloudy,34.187,1.6669999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,1,1
10.42.0.211-10.42.0.1-48868-53-17,19-09-22,0.0,67.96690645,8.79736707,Rain,30.574,2.4619999999999997,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,1,1
172.217.10.36-10.42.0.42-443-41660-6,20-09-22,0.0,89.77642431,3.760407243,Rain,26.572,1.514,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,0,0
10.42.0.42-52.21.202.167-49006-443-6,21-09-22,0.0,61.17041264,4.903016254,Snow,25.261,1.258,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,1,1
10.42.0.211-10.42.0.1-2312-53-17,22-09-22,0.0,92.67597742,10.0671986,Cloudy,25.901999999999997,2.0980000000000003,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,0,0
172.217.11.36-10.42.0.151-443-59840-6,23-09-22,0.0,47.15413777,7.921770559,Cloudy,24.54,1.177,Achalpur,India,21.70N,77.02E,Kharif     ,Peas & beans (Pulses),1,1
10.42.0.1-10.42.0.42-53-50333-17,24-09-22,0.8546339479999999,76.19308689,8.682414503,Snow,22.111,1.931,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
10.42.0.211-104.254.66.16-58915-80-6,25-09-22,0.0,51.53853816,7.811305179,Rain,19.868,1.479,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,1,1
10.42.0.42-37.1.204.175-47166-80-6,26-09-22,0.0,81.98385168,12.24507416,Partly Cloudy,19.559,2.18,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,0,0
10.42.0.151-65.55.223.45-43477-40024-17,27-09-22,1.243461561,41.93716087,10.84880637,Cloudy,21.631,2.169,Achalpur,India,21.70N,77.02E,Kharif     ,Small millets,1,1
172.217.6.202-10.42.0.42-443-33738-6,28-09-22,0.0,34.88149162,3.629118305,Sunny,25.334,1.499,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,1,1
10.42.0.211-106.39.162.36-47298-80-6,29-09-22,0.0,61.96855422,11.49744274,Cloudy,29.874000000000002,2.1319999999999997,Achalpur,India,21.70N,77.02E,Rabi       ,Cotton(lint),0,0
198.11.132.221-10.42.0.211-443-58680-6,30-09-22,0.0,59.00989562,1.494887958,Snow,32.242,1.4269999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Cowpea(Lobia),0,0
157.240.2.20-10.42.0.42-443-48477-6,01-10-22,0.0,95.13541672,15.096945800000002,Cloudy,29.264,0.6759999999999999,Austin,United States,29.74N,97.85W,Rabi       ,Dry chillies,1,1
172.217.11.35-10.42.0.151-80-54189-6,02-10-22,0.0,67.71059242,16.26332501,Partly Cloudy,25.063000000000002,0.495,Austin,United States,29.74N,97.85W,Rabi       ,Gram,1,1
192.229.173.173-10.42.0.211-80-55584-6,03-10-22,3.96569716,60.94120381,11.31162669,Snow,19.069000000000003,0.9129999999999999,Austin,United States,29.74N,97.85W,Rabi       ,Groundnut,0,0
10.42.0.42-106.39.169.66-57125-80-6,04-10-22,0.023655267,44.56706102,8.150032821,Partly Cloudy,16.927,3.463,Austin,United States,29.74N,97.85W,Rabi       ,Horse-gram,0,0
10.42.0.151-98.139.183.24-54236-80-6,05-10-22,0.0,49.22957831,11.11841556,Rain,7.0760000000000005,1.546,Austin,United States,29.74N,97.85W,Rabi       ,Maize,0,0
162.208.22.39-10.42.0.151-443-42773-6,06-10-22,6.135519052,80.77509418,1.185600097,Sunny,9.536,1.287,Austin,United States,29.74N,97.85W,Rabi       ,Onion,1,1
10.42.0.151-121.12.98.63-45010-80-6,07-10-22,0.0,53.20557102,2.283450909,Partly Cloudy,11.147,1.203,Austin,United States,29.74N,97.85W,Rabi       ,Peas & beans (Pulses),1,1
173.241.242.143-10.42.0.151-443-52167-6,08-10-22,0.0,85.93099913,9.749218582000001,Snow,15.899000000000001,1.973,Austin,United States,29.74N,97.85W,Rabi       ,Potato,1,1
192.229.173.173-10.42.0.211-80-55300-6,09-10-22,0.0,61.32918523,19.48514964,Sunny,20.993000000000002,1.501,Austin,United States,29.74N,97.85W,Rabi       ,Ragi,1,1
172.217.11.35-10.42.0.151-443-38902-6,10-10-22,0.0,43.69478056,8.313166405,Rain,25.156999999999996,3.2689999999999997,Austin,United States,29.74N,97.85W,Rabi       ,Rapeseed &Mustard,1,1
140.205.62.20-10.42.0.42-80-41661-6,11-10-22,0.0,52.08614904,16.40000882,Partly Cloudy,29.15,1.138,Austin,United States,29.74N,97.85W,Rabi       ,Sunflower,0,0
10.42.0.211-10.42.0.1-9089-53-17,12-10-22,0.0,80.17273609,19.75240992,Partly Cloudy,30.631,1.294,Austin,United States,29.74N,97.85W,Summer     ,Dry chillies,1,1
172.217.12.163-10.42.0.211-443-49918-6,13-10-22,0.0,66.79633451,5.311373883,Sunny,28.323,0.8220000000000001,Austin,United States,29.74N,97.85W,Summer     ,Maize,0,0
172.217.11.46-10.42.0.211-443-57640-6,14-10-22,2.295166701,89.51590417,12.10756298,Partly Cloudy,25.646,0.45799999999999996,Austin,United States,29.74N,97.85W,Summer     ,Onion,0,0
10.42.0.151-10.42.0.1-25095-53-17,15-10-22,8.556882962000001,98.93962492,13.81176232,Partly Cloudy,19.906,0.9129999999999999,Austin,United States,29.74N,97.85W,Summer     ,Peas & beans (Pulses),0,0
173.194.66.188-10.42.0.151-5228-57844-6,16-10-22,8.269244422,33.97819607,14.36139373,Rain,13.546,1.71,Austin,United States,29.74N,97.85W,Summer     ,Potato,1,1
205.185.216.42-10.42.0.211-80-33453-6,17-10-22,5.3932469439999995,78.14752173,19.78744835,Snow,9.896,1.63,Austin,United States,29.74N,97.85W,Summer     ,Ragi,0,0
162.208.22.39-10.42.0.211-443-38145-6,18-10-22,0.0,58.06537988,13.30387307,Cloudy,8.833,1.391,Austin,United States,29.74N,97.85W,Summer     ,Rice,1,1
10.42.0.211-31.13.71.1-45144-443-6,19-10-22,0.0,62.25756767,14.98540329,Snow,11.617,1.568,Austin,United States,29.74N,97.85W,Summer     ,Sunflower,0,0
180.149.136.194-10.42.0.42-80-46045-6,20-10-22,0.0,86.804282,16.74590193,Rain,15.812000000000001,1.255,Austin,United States,29.74N,97.85W,Whole Year ,Arecanut,1,1
172.217.5.228-10.42.0.151-443-58645-6,21-10-22,4.87949267,41.16141049,2.263673745,Partly Cloudy,20.137,1.609,Austin,United States,29.74N,97.85W,Whole Year ,Banana,0,0
174.35.73.107-10.42.0.211-80-50067-6,22-10-22,2.741376288,72.74209086,5.784919813999999,Snow,23.875999999999998,1.9240000000000002,Austin,United States,29.74N,97.85W,Whole Year ,Cashewnut,1,1
174.35.73.135-10.42.0.211-80-41772-6,23-10-22,0.0,74.30313245,19.52414815,Rain,28.83,0.9890000000000001,Austin,United States,29.74N,97.85W,Whole Year ,Coconut ,1,1
157.56.52.23-10.42.0.151-40033-43477-17,24-10-22,0.0,81.01089176,9.146415647000001,Sunny,29.215,1.075,Austin,United States,29.74N,97.85W,Whole Year ,Dry ginger,0,0
172.217.10.106-10.42.0.211-443-49366-6,25-10-22,3.8205758569999997,99.42388227,5.732597638,Partly Cloudy,28.135,1.581,Austin,United States,29.74N,97.85W,Whole Year ,Garlic,1,1
172.217.12.131-10.42.0.211-443-51780-6,26-10-22,0.0,97.47665109,9.715523898999999,Snow,25.875999999999998,2.283,Austin,United States,29.74N,97.85W,Whole Year ,Sugarcane,1,1
10.42.0.211-10.42.0.1-28754-53-17,27-10-22,0.0,98.57722101,1.150307312,Cloudy,20.070999999999998,1.494,Austin,United States,29.74N,97.85W,Whole Year ,Sweet potato,0,0
172.217.7.227-10.42.0.211-443-54431-6,28-10-22,0.0,71.74008529,4.464472403,Rain,17.455,1.806,Austin,United States,29.74N,97.85W,Whole Year ,Turmeric,1,1
10.42.0.211-10.42.0.1-15976-53-17,29-10-22,0.0,72.02965108,12.49207093,Rain,13.732999999999999,2.215,Austin,United States,29.74N,97.85W,Kharif     ,Arhar/Tur,0,0
10.42.0.211-10.42.0.1-42202-53-17,30-10-22,0.0,39.60211855,17.00759237,Sunny,12.34,2.887,Austin,United States,29.74N,97.85W,Kharif     ,Castor seed,0,0
192.229.173.173-10.42.0.211-443-40170-6,31-10-22,0.0,82.5843627,6.51605854,Cloudy,11.582,2.165,Austin,United States,29.74N,97.85W,Kharif     ,Cotton(lint),1,1
10.42.0.1-10.42.0.42-53-30240-17,01-11-22,0.0,50.01682595,16.4012844,Sunny,15.369000000000002,1.72,Austin,United States,29.74N,97.85W,Kharif     ,Cowpea(Lobia),1,1
172.217.3.97-10.42.0.211-443-50641-6,02-11-22,0.0,51.63708546,0.5146295710000001,Sunny,19.928,1.248,Austin,United States,29.74N,97.85W,Kharif     ,Dry chillies,0,0
10.42.0.211-23.21.95.195-54617-443-6,03-11-22,0.0,74.55742921,3.678778336,Sunny,24.116,1.692,Austin,United States,29.74N,97.85W,Kharif     ,Groundnut,1,1
172.217.5.227-10.42.0.211-80-47838-6,04-11-22,0.0,46.51198128,14.51044319,Sunny,27.354,1.325,Austin,United States,29.74N,97.85W,Kharif     ,Horse-gram,0,0
10.42.0.42-31.13.69.203-54327-443-6,05-11-22,0.0,35.14727553,8.740848885,Rain,29.866,1.053,Austin,United States,29.74N,97.85W,Kharif     ,Jowar,1,1
169.45.248.120-10.42.0.151-5222-33802-6,06-11-22,7.411278427999999,88.15137628,11.85069579,Partly Cloudy,29.598000000000003,1.121,Austin,United States,29.74N,97.85W,Kharif     ,Maize,0,0
172.217.12.206-10.42.0.211-443-60698-6,07-11-22,0.0,80.27759593,8.846582084,Cloudy,26.237,1.5290000000000001,Austin,United States,29.74N,97.85W,Kharif     ,Niger seed,1,1
10.42.0.42-54.192.38.154-59605-443-6,08-11-22,4.331568058999999,37.2960275,7.361724334,Sunny,20.008,2.1519999999999997,Austin,United States,29.74N,97.85W,Kharif     ,Onion,0,0
172.217.1.174-10.42.0.42-443-53028-6,09-11-22,0.258739306,43.60026374,15.43352421,Sunny,15.056,1.344,Austin,United States,29.74N,97.85W,Kharif     ,Other Kharif pulses,1,1
202.77.129.161-10.42.0.211-80-60481-6,10-11-22,0.0,86.75552752,7.883260176,Rain,11.626,1.9809999999999999,Austin,United States,29.74N,97.85W,Kharif     ,Potato,1,1
10.42.0.151-74.125.22.139-40747-443-6,11-11-22,7.0438738139999995,33.23341846,11.00334128,Cloudy,10.446,2.296,Austin,United States,29.74N,97.85W,Kharif     ,Ragi,0,0
10.42.0.211-10.42.0.1-40487-53-17,12-11-22,0.0,81.06945029,1.973036865,Sunny,12.475,2.483,Austin,United States,29.74N,97.85W,Kharif     ,Rapeseed &Mustard,1,1
10.42.0.211-10.42.0.1-60868-53-17,13-11-22,0.0,41.66451589,6.642938525,Snow,17.672,1.538,Austin,United States,29.74N,97.85W,Kharif     ,Rice,1,1
10.42.0.211-111.206.25.159-58992-80-6,14-11-22,0.0,55.90247296,10.66245793,Sunny,20.842,1.193,Austin,United States,29.74N,97.85W,Kharif     ,Sunflower,0,0
209.10.120.26-10.42.0.211-80-58623-6,15-11-22,0.0,73.82984814,10.47641313,Partly Cloudy,23.289,2.329,Austin,United States,29.74N,97.85W,Rabi       ,Cowpea(Lobia),1,1
10.42.0.211-10.42.0.1-47542-53-17,16-11-22,0.0,31.93017186,1.202971737,Rain,26.839000000000002,1.0659999999999998,Austin,United States,29.74N,97.85W,Rabi       ,Dry chillies,0,0
10.42.0.151-125.39.133.40-47834-80-6,17-11-22,0.0,60.75026139,11.46196843,Rain,28.563000000000002,0.973,Austin,United States,29.74N,97.85W,Rabi       ,Gram,1,1
172.217.7.195-10.42.0.211-443-37889-6,18-11-22,0.0,35.90410844,1.178709815,Rain,-14.158,2.302,Baicheng,China,45.81N,123.46E,Rabi       ,Horse-gram,0,0
140.205.230.8-10.42.0.211-80-57756-6,19-11-22,0.0,47.66383657,5.487194811,Cloudy,-3.6060000000000003,1.7309999999999999,Baicheng,China,45.81N,123.46E,Rabi       ,Maize,1,1
172.217.12.138-10.42.0.151-443-37911-6,20-11-22,0.0,68.498929,18.87288913,Rain,4.877,1.8230000000000002,Baicheng,China,45.81N,123.46E,Rabi       ,Onion,0,0
10.42.0.211-120.76.223.181-38022-83-6,21-11-22,0.0,48.01561849,2.796106811,Rain,13.61,1.054,Baicheng,China,45.81N,123.46E,Rabi       ,Potato,0,0
192.229.173.173-10.42.0.211-80-44478-6,22-11-22,7.1794159120000005,65.14893096,1.300807523,Snow,19.72,1.18,Baicheng,China,45.81N,123.46E,Rabi       ,Ragi,0,0
172.217.10.142-10.42.0.151-443-44205-6,23-11-22,0.0,88.83987162,9.78867121,Partly Cloudy,23.145,1.35,Baicheng,China,45.81N,123.46E,Rabi       ,Sunflower,0,0
10.42.0.151-104.192.110.245-32873-443-6,24-11-22,2.3492883,43.05181741,3.6257651639999997,Sunny,21.456,1.301,Baicheng,China,45.81N,123.46E,Summer     ,Cotton(lint),0,0
10.42.0.151-10.42.0.1-2696-53-17,25-11-22,0.0,99.94723048,6.036245784,Partly Cloudy,14.725,1.354,Baicheng,China,45.81N,123.46E,Summer     ,Cowpea(Lobia),1,1
10.42.0.211-10.42.0.1-12637-53-17,26-11-22,2.1704958480000003,70.17488523,11.86032168,Cloudy,6.039,1.3130000000000002,Baicheng,China,45.81N,123.46E,Summer     ,Dry chillies,1,1
208.80.154.224-10.42.0.211-443-40181-6,27-11-22,5.739860187000001,35.51579828,13.525998499999998,Sunny,-4.603,3.0060000000000002,Baicheng,China,45.81N,123.46E,Summer     ,Groundnut,0,0
10.42.0.211-121.14.255.83-52602-80-6,28-11-22,0.0,74.99381864,17.22012023,Cloudy,-16.273,1.839,Baicheng,China,45.81N,123.46E,Summer     ,Maize,0,0
10.42.0.211-64.71.142.110-44125-443-6,29-11-22,5.2143992269999995,84.01598244,16.85844064,Partly Cloudy,-15.329,4.552,Baicheng,China,45.81N,123.46E,Summer     ,Onion,0,0
10.42.0.211-114.134.80.163-57192-443-6,30-11-22,0.0,68.87791764,7.555695576000001,Snow,-13.977,2.472,Baicheng,China,45.81N,123.46E,Summer     ,Potato,1,1
183.79.248.252-10.42.0.211-443-44383-6,01-12-22,0.0,56.80556811,16.48341768,Rain,-3.925,1.141,Baicheng,China,45.81N,123.46E,Summer     ,Ragi,1,1
10.42.0.211-10.42.0.1-14511-53-17,02-12-22,0.792033056,76.48796996,8.361233132999999,Snow,6.246,1.044,Baicheng,China,45.81N,123.46E,Summer     ,Rice,1,1
172.217.7.228-10.42.0.151-443-32978-6,03-12-22,0.0,70.3596626,16.04749385,Snow,14.380999999999998,0.838,Baicheng,China,45.81N,123.46E,Summer     ,Sunflower,1,1
172.217.3.110-10.42.0.151-443-37590-6,04-12-22,6.094969193,42.25902583,1.7876050119999998,Sunny,21.07,0.98,Baicheng,China,45.81N,123.46E,Whole Year ,Arecanut,1,1
202.77.129.150-10.42.0.211-80-41622-6,05-12-22,2.183853626,55.89848274,13.12706961,Partly Cloudy,23.529,0.958,Baicheng,China,45.81N,123.46E,Whole Year ,Cashewnut,0,0
10.42.0.211-10.42.0.1-21704-53-17,06-12-22,0.0,79.66520849,3.427798118,Partly Cloudy,20.76,0.654,Baicheng,China,45.81N,123.46E,Whole Year ,Coconut ,1,1
10.42.0.1-10.42.0.42-53-1568-17,07-12-22,7.327016851000001,91.94002487,0.398041931,Snow,14.512,1.145,Baicheng,China,45.81N,123.46E,Whole Year ,Coriander,0,0
180.149.153.68-10.42.0.211-80-55354-6,08-12-22,0.0,45.99230885,17.45578443,Partly Cloudy,4.046,1.103,Baicheng,China,45.81N,123.46E,Whole Year ,Dry ginger,0,0
10.42.0.211-10.42.0.1-55311-53-17,09-12-22,3.1075828569999997,43.43599624,10.23255783,Cloudy,-6.612,1.391,Baicheng,China,45.81N,123.46E,Whole Year ,Garlic,0,0
10.42.0.1-10.42.0.42-53-61952-17,10-12-22,0.0,79.68648526,14.97934474,Sunny,-17.471,1.578,Baicheng,China,45.81N,123.46E,Whole Year ,Sugarcane,1,1
10.42.0.1-10.42.0.42-53-2179-17,11-12-22,0.0,38.4208872,13.49655015,Snow,-16.548,1.493,Baicheng,China,45.81N,123.46E,Whole Year ,Sweet potato,0,0
172.217.10.142-10.42.0.42-443-49015-6,12-12-22,0.0,76.11273396,17.92613874,Partly Cloudy,-12.574000000000002,1.787,Baicheng,China,45.81N,123.46E,Whole Year ,Turmeric,1,1
157.240.18.15-10.42.0.211-443-38696-6,13-12-22,0.0,65.31446916,10.74841062,Partly Cloudy,-2.95,1.693,Baicheng,China,45.81N,123.46E,Kharif     ,Arhar/Tur,0,0
151.101.1.140-10.42.0.211-443-43680-6,14-12-22,0.0,54.48099762,1.678289509,Partly Cloudy,5.787999999999999,2.033,Baicheng,China,45.81N,123.46E,Kharif     ,Bajra,1,1
10.42.0.211-10.42.0.1-60935-53-17,15-12-22,0.0,88.94557013,13.08131686,Rain,13.117,1.5530000000000002,Baicheng,China,45.81N,123.46E,Kharif     ,Castor seed,0,0
239.255.255.250-10.42.0.1-1900-41049-17,16-12-22,0.0,72.58157141,15.23829996,Cloudy,21.23,1.577,Baicheng,China,45.81N,123.46E,Kharif     ,Cotton(lint),1,1
10.42.0.211-104.97.95.172-39565-80-6,17-12-22,0.0,93.85855842,3.941636059,Snow,24.535999999999998,1.044,Baicheng,China,45.81N,123.46E,Kharif     ,Cowpea(Lobia),1,1
10.42.0.211-27.221.28.204-35673-80-6,18-12-22,0.0,70.44420985,15.91422749,Snow,22.264,0.998,Baicheng,China,45.81N,123.46E,Kharif     ,Dry chillies,0,0
10.42.0.211-68.67.178.170-48827-443-6,19-12-22,0.0,37.36783688,17.73782602,Snow,15.374,1.105,Baicheng,China,45.81N,123.46E,Kharif     ,Groundnut,1,1
172.217.11.14-10.42.0.42-443-56458-6,20-12-22,8.457809837000001,68.69884300000001,1.756653845,Partly Cloudy,5.317,1.787,Baicheng,China,45.81N,123.46E,Kharif     ,Horse-gram,0,0
172.217.10.14-10.42.0.151-443-55973-6,21-12-22,0.0,41.08503201,7.059842809,Rain,-6.97,1.46,Baicheng,China,45.81N,123.46E,Kharif     ,Jowar,0,0
10.42.0.151-10.42.0.1-43144-53-17,22-12-22,0.0,41.45568622,18.18071924,Rain,-14.120999999999999,1.4609999999999999,Baicheng,China,45.81N,123.46E,Kharif     ,Maize,1,1
202.77.129.146-10.42.0.151-80-43139-6,23-12-22,4.763106328,58.81258767,18.90947327,Snow,-15.686,1.516,Baicheng,China,45.81N,123.46E,Kharif     ,Niger seed,1,1
172.217.10.67-10.42.0.42-443-56264-6,24-12-22,0.0,82.66959358,9.292280383,Partly Cloudy,-13.134,1.635,Baicheng,China,45.81N,123.46E,Kharif     ,Onion,0,0
220.243.219.55-10.42.0.211-80-45636-6,25-12-22,4.751368973,96.95195172,5.319550179,Sunny,-4.855,2.12,Baicheng,China,45.81N,123.46E,Kharif     ,Other Kharif pulses,1,1
10.42.0.151-121.12.98.63-48215-80-6,26-12-22,0.0,65.07632114,0.019720013999999998,Partly Cloudy,6.343,1.422,Baicheng,China,45.81N,123.46E,Kharif     ,Potato,0,0
10.42.0.1-10.42.0.42-53-26764-17,27-12-22,2.618099857,96.34060516,1.038474194,Partly Cloudy,2.742,4.149,Baicheng,China,45.81N,123.46E,Kharif     ,Ragi,1,1
10.42.0.211-119.146.74.34-50695-80-6,28-12-22,5.39464342,93.53515566,13.220947400000002,Partly Cloudy,-10.17,4.828,Baicheng,China,45.81N,123.46E,Kharif     ,Rapeseed &Mustard,0,0
172.217.3.110-10.42.0.211-80-38640-6,29-12-22,9.947806246,34.95743186,17.89262286,Rain,-18.662,7.186,Baicheng,China,45.81N,123.46E,Kharif     ,Rice,1,1
10.42.0.211-23.23.129.231-36010-443-6,30-12-22,0.0,30.23587993,12.83701567,Sunny,-19.500999999999998,4.837,Baicheng,China,45.81N,123.46E,Kharif     ,Small millets,0,0
