Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label
172.217.6.196-10.42.0.211-443-52656-6,24-03-22,0,56.87701678,2.796935918,Partly Cloudy,17.209,2.14,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Ragi,0
10.42.0.211-104.244.42.193-58109-80-6,25-03-22,4.611697508,35.24949575,7.406775359,Cloudy,16.09,1.7,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Rice,1
10.42.0.211-54.192.38.65-38001-443-6,26-03-22,0,42.1377751,18.64002709,Snow,8.709,2.081,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Sunflower,1
10.42.0.151-119.146.74.33-38816-443-6,27-03-22,0,91.08869111,8.233860775,Partly Cloudy,1.335,2.107,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Arecanut,1
10.42.0.211-119.146.74.33-51082-443-6,28-03-22,0,49.91922053,1.976298918,Snow,-7.012,2.971,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Banana,1
10.42.0.151-23.208.31.187-37950-80-6,29-03-22,9.981918318,58.97924248,8.43996971,Sunny,-14.623,3.059,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Black pepper,1
216.58.219.202-10.42.0.151-443-47455-6,30-03-22,0,37.60512371,5.888060105,Cloudy,-16.796,2.897,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Cardamom,0
10.42.0.151-10.42.0.1-29937-53-17,31-03-22,0,52.76163447,15.65828467,Sunny,-13.797,2.822,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Coconut ,1
174.35.73.98-10.42.0.42-80-59662-6,01-04-22,0,65.10592294,16.85837395,Sunny,-5.257,2.793,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Coriander,0
10.42.0.211-123.125.29.220-58306-80-6,02-04-22,0,68.50027623,10.82585355,Cloudy,2.244,2.631,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Cotton(lint),0
10.42.0.211-66.198.24.250-51713-443-6,03-04-22,0,33.94997208,10.24701985,Cloudy,10.442,2.152,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Dry ginger,0
10.42.0.211-10.42.0.1-46616-53-17,04-04-22,6.709266484,80.74172473,11.35463247,Sunny,16.415,1.871,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Garlic,1
10.42.0.211-52.84.1.220-52105-443-6,05-04-22,0,82.69214839,3.434222389,Rain,18.408,1.803,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Sugarcane,0
10.42.0.211-10.42.0.1-58823-53-17,06-04-22,0,64.65295721,9.234768241,Sunny,15.687,2.012,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Tobacco,1
10.42.0.211-36.110.213.49-38230-80-6,07-04-22,0,88.76442536,11.35801158,Partly Cloudy,9.763,2.073,Öskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Turmeric,0
10.42.0.211-10.42.0.1-63384-53-17,08-04-22,0,86.24724365,16.14196695,Cloudy,0.836,2.115,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Arhar/Tur,1
10.42.0.211-10.42.0.1-45046-53-17,09-04-22,0,31.96456736,7.46975917,Cloudy,-8.82,2.706,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Bajra,0
172.217.10.110-10.42.0.151-443-42080-6,10-04-22,3.771096171,80.177125,9.402468361,Partly Cloudy,-16.118,3.387,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Castor seed,1
203.205.151.47-10.42.0.151-80-40771-6,11-04-22,0,78.29051988,12.15412019,Sunny,-17.997,2.86,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Dry chillies,1
172.217.10.42-10.42.0.211-443-60244-6,12-04-22,0,44.3258588,0.81493788,Rain,-16.466,3.004,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Groundnut,0
172.217.12.170-10.42.0.42-443-32898-6,13-04-22,0,73.01446261,18.42344871,Partly Cloudy,-8.738,2.816,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Horse-gram,1
216.58.219.194-10.42.0.151-443-57296-6,14-04-22,0,30.41079534,11.12288266,Snow,1.055,2.824,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Jowar,0
198.105.244.11-10.42.0.211-80-43533-6,15-04-22,0,76.50890925,2.371474347,Sunny,10.625,2.137,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Maize,0
172.217.6.234-10.42.0.211-443-54634-6,16-04-22,0,79.87812239,17.58601335,Partly Cloudy,17.647,2.254,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Moong(Green Gram),1
180.76.176.11-10.42.0.211-80-56151-6,17-04-22,7.720848512,72.48255034,17.71773479,Sunny,18.246,1.857,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Niger seed,1
182.22.24.124-10.42.0.211-443-55168-6,18-04-22,5.523946294,62.1657542,3.766437345,Cloudy,15.512,1.813,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Onion,0
172.217.11.46-10.42.0.42-443-56997-6,19-04-22,1.837973959,58.3532955,3.832091888,Cloudy,8.938,1.846,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Other Kharif pulses,1
203.205.147.229-10.42.0.211-80-51783-6,20-04-22,0,49.64931879,12.65821864,Rain,0.019,2.191,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Potato,0
10.42.0.211-106.11.92.16-35048-443-6,21-04-22,0,56.13644661,6.060393222,Snow,-8.655,2.638,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Ragi,1
172.217.6.227-10.42.0.151-443-46846-6,22-04-22,8.289746919,40.54857123,18.80809392,Partly Cloudy,-15.418,2.973,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Rice,0
172.217.6.202-10.42.0.211-443-51691-6,23-04-22,0.461195984,83.68473767,14.51487085,Snow,-17.094,2.87,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Sesamum,1
216.58.219.238-10.42.0.151-443-56984-6,24-04-22,0,78.50098308,19.81687598,Partly Cloudy,-15.261,2.788,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Soyabean,0
10.42.0.151-10.42.0.1-43285-53-17,25-04-22,0,36.15288389,8.237191631,Rain,-8.163,2.707,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Sunflower,1
180.149.136.194-10.42.0.211-443-35863-6,26-04-22,2.266770605,89.03863234,5.080073546,Snow,2.124,2.938,Öskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Urad,0
239.255.255.250-10.42.0.1-1900-45823-17,27-04-22,6.638644819,87.29749676,19.79507125,Partly Cloudy,11.454,2.449,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Dry chillies,1
136.142.2.3-0.95.2.0-0-0-0,28-04-22,0,82.32712677,6.513181684,Rain,16.62,3.002,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Gram,0
10.42.0.211-10.42.0.1-49271-53-17,29-04-22,0,60.83754771,6.253929222,Partly Cloudy,19.026,2.621,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Groundnut,1
10.42.0.151-10.42.0.1-49232-53-17,30-04-22,0,95.0853227,12.78653404,Cloudy,16.15,1.769,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Horse-gram,1
172.217.6.202-10.42.0.42-443-41785-6,01-05-22,0,36.17780606,4.073426001,Partly Cloudy,10.19,1.944,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Jowar,0
10.42.0.211-10.42.0.1-47534-53-17,02-05-22,0,83.76646262,16.23798488,Snow,1.42,2.102,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Maize,0
10.42.0.211-34.199.147.230-36997-443-6,03-05-22,0,40.43547131,10.57906778,Partly Cloudy,-6.558,2.698,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Moong(Green Gram),0
172.217.10.138-10.42.0.211-443-35717-6,04-05-22,0,77.30234866,2.85573771,Sunny,-11.045,2.93,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Onion,1
10.42.0.211-10.42.0.1-14056-53-17,05-05-22,0,65.13917603,19.64285559,Snow,-15.182,2.919,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Other  Rabi pulses,1
182.22.24.124-10.42.0.211-443-38542-6,06-05-22,0,91.19416125,2.513822404,Sunny,-15.575,2.889,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Ragi,1
10.42.0.151-74.125.22.188-33228-5228-6,07-05-22,7.012654746,95.58783506,19.40014208,Snow,-8.526,2.687,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Rice,1
203.205.158.60-10.42.0.42-80-51690-6,08-05-22,0,80.48768875,8.737726928,Snow,2.653,2.813,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Sunflower,1
10.42.0.211-104.192.108.27-42236-80-6,09-05-22,0,48.90525745,18.55472903,Snow,11.281,2.151,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Urad,0
182.22.24.252-10.42.0.151-443-38594-6,10-05-22,0,40.43047394,17.69307628,Snow,17.752,1.85,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Dry chillies,1
151.101.1.140-10.42.0.151-443-33964-6,11-05-22,0,39.47467489,11.79919819,Partly Cloudy,17.72,1.901,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Jowar,0
10.42.0.211-10.42.0.1-5881-53-17,12-05-22,5.26684538,87.58879454,13.02525916,Rain,15.714,1.766,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Maize,0
10.42.0.211-77.234.41.79-44050-443-6,13-05-22,1.967677202,49.62729812,11.19863563,Cloudy,9.554,1.922,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Onion,0
10.42.0.211-104.192.110.245-59698-443-6,14-05-22,7.541420678,82.18019157,10.2988396,Partly Cloudy,0.919,2.213,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Ragi,1
10.42.0.1-10.42.0.42-53-61412-17,15-05-22,0,64.48633915,14.58071782,Partly Cloudy,13.317,0.825,Abohar,India,29.74N,73.85E,Summer     ,Rice,0
182.22.120.247-10.42.0.151-443-34852-6,16-05-22,0,79.52314156,8.583431968,Cloudy,11.595,0.441,Abohar,India,29.74N,73.85E,Summer     ,Sunflower,1
180.76.145.14-10.42.0.211-80-45132-6,17-05-22,0,94.48494336,17.23761145,Sunny,15.933,0.395,Abohar,India,29.74N,73.85E,Whole Year ,Arecanut,0
174.35.73.108-10.42.0.42-80-50357-6,18-05-22,5.443530461,52.60841117,14.2704134,Rain,20.452,0.459,Abohar,India,29.74N,73.85E,Whole Year ,Banana,1
172.217.12.138-10.42.0.151-443-57624-6,19-05-22,0,54.0811081,15.67669336,Cloudy,24.947,0.375,Abohar,India,29.74N,73.85E,Whole Year ,Black pepper,0
172.217.9.238-10.42.0.151-443-42513-6,20-05-22,0,33.10329814,12.01670738,Sunny,34.905,0.422,Abohar,India,29.74N,73.85E,Whole Year ,Cardamom,1
182.22.24.124-10.42.0.211-443-53489-6,21-05-22,0,57.30665132,15.21995331,Cloudy,34.199,0.465,Abohar,India,29.74N,73.85E,Whole Year ,Cashewnut,1
8.0.6.4-8.6.0.1-0-0-0,22-05-22,0,85.22102618,18.75209965,Cloudy,34.249,0.561,Abohar,India,29.74N,73.85E,Whole Year ,Coconut ,0
10.42.0.42-123.125.29.220-44796-80-6,23-05-22,0,34.44811489,7.237882012,Sunny,32.848,0.37,Abohar,India,29.74N,73.85E,Whole Year ,Coriander,1
10.42.0.211-10.42.0.1-23218-53-17,24-05-22,0,61.24679276,2.05270615,Partly Cloudy,29.974,0.274,Abohar,India,29.74N,73.85E,Whole Year ,Cotton(lint),0
10.42.0.211-10.42.0.1-56851-53-17,25-05-22,2.812844675,61.4790462,12.23718415,Snow,25.421,0.342,Abohar,India,29.74N,73.85E,Whole Year ,Dry ginger,0
10.42.0.211-103.235.46.212-57627-443-6,26-05-22,0.783359567,83.50270166,10.54208348,Cloudy,18.734,0.369,Abohar,India,29.74N,73.85E,Whole Year ,Garlic,1
172.217.6.197-10.42.0.42-443-34142-6,27-05-22,6.697652367,39.22695373,12.32624331,Sunny,12.695,0.456,Abohar,India,29.74N,73.85E,Whole Year ,Sugarcane,1
222.73.28.96-10.42.0.211-80-58427-6,28-05-22,0,64.34792555,10.58462666,Partly Cloudy,12.153,0.501,Abohar,India,29.74N,73.85E,Whole Year ,Tobacco,0
10.42.0.211-10.42.0.1-1128-53-17,29-05-22,0,30.69939678,5.239779925,Rain,14.756,0.424,Abohar,India,29.74N,73.85E,Whole Year ,Turmeric,1
172.217.10.106-10.42.0.151-443-39370-6,30-05-22,2.420769416,95.27598017,18.66197425,Sunny,21.535,0.52,Abohar,India,29.74N,73.85E,Kharif     ,Arhar/Tur,0
10.42.0.211-10.42.0.1-4071-53-17,31-05-22,0,75.2492685,11.62345429,Partly Cloudy,26.687,0.532,Abohar,India,29.74N,73.85E,Kharif     ,Bajra,1
10.42.0.211-54.192.38.18-39976-443-6,01-06-22,0,53.78583722,8.578527984,Snow,32.333,0.303,Abohar,India,29.74N,73.85E,Kharif     ,Castor seed,0
10.42.0.42-69.147.82.61-33337-443-6,02-06-22,0,57.46854747,17.36479777,Partly Cloudy,36.616,0.451,Abohar,India,29.74N,73.85E,Kharif     ,Gram,1
10.42.0.151-31.13.65.7-45502-443-6,03-06-22,0,92.58103103,4.679738833,Cloudy,33.225,0.512,Abohar,India,29.74N,73.85E,Kharif     ,Groundnut,0
172.217.10.106-10.42.0.211-443-35761-6,04-06-22,5.42896304,37.30459134,8.885714413,Sunny,31.211,0.653,Abohar,India,29.74N,73.85E,Kharif     ,Horse-gram,0
180.149.138.210-10.42.0.211-80-33259-6,05-06-22,0.115208714,77.42030173,17.41814573,Snow,29.423,0.303,Abohar,India,29.74N,73.85E,Kharif     ,Jowar,0
10.42.0.211-10.42.0.1-9064-53-17,06-06-22,0,50.28578055,16.92961586,Snow,25.065,0.427,Abohar,India,29.74N,73.85E,Kharif     ,Maize,0
219.142.78.162-10.42.0.211-80-60550-6,07-06-22,2.329396299,70.89072702,18.30700867,Rain,18.01,0.46,Abohar,India,29.74N,73.85E,Kharif     ,Moong(Green Gram),0
8.0.6.4-8.6.0.1-0-0-0,08-06-22,0,86.23862094,18.52059066,Snow,12.498,0.521,Abohar,India,29.74N,73.85E,Kharif     ,Niger seed,1
10.42.0.211-10.42.0.1-28981-53-17,09-06-22,0,77.50046546,0.061089723,Rain,12.398,0.507,Abohar,India,29.74N,73.85E,Kharif     ,Onion,1
222.73.28.96-10.42.0.211-80-57014-6,10-06-22,0,94.46338688,4.407043006,Snow,14.694,0.453,Abohar,India,29.74N,73.85E,Kharif     ,Other Kharif pulses,0
172.217.9.238-10.42.0.151-443-40662-6,11-06-22,0,93.16477613,17.04422738,Sunny,20.948,0.505,Abohar,India,29.74N,73.85E,Kharif     ,Potato,0
172.217.6.227-10.42.0.211-443-36002-6,12-06-22,6.779188237,35.78191865,18.26969355,Snow,26.407,0.845,Abohar,India,29.74N,73.85E,Kharif     ,Ragi,0
180.149.136.194-10.42.0.42-443-54267-6,13-06-22,3.01857818,61.29252374,6.799253945,Rain,29.307,0.343,Abohar,India,29.74N,73.85E,Kharif     ,Rice,1
151.101.1.140-10.42.0.211-443-44567-6,14-06-22,0,38.5760763,2.713276857,Sunny,32.999,0.647,Abohar,India,29.74N,73.85E,Kharif     ,Sesamum,1
192.229.173.173-10.42.0.151-80-44120-6,15-06-22,8.215178714,69.37567194,8.640274717,Rain,33.159,0.733,Abohar,India,29.74N,73.85E,Kharif     ,Small millets,1
10.42.0.211-72.30.3.43-51065-443-6,16-06-22,0,52.98136771,17.75665422,Sunny,31.43,0.435,Abohar,India,29.74N,73.85E,Kharif     ,Sunflower,1
10.42.0.1-10.42.0.42-53-4050-17,17-06-22,0,92.23086295,15.80300087,Cloudy,31.328,0.418,Abohar,India,29.74N,73.85E,Kharif     ,Urad,1
192.229.173.173-10.42.0.42-80-48399-6,18-06-22,7.758540422,81.222656,13.34124641,Cloudy,26.807,0.409,Abohar,India,29.74N,73.85E,Rabi       ,Dry chillies,0
202.77.129.185-10.42.0.211-80-55779-6,19-06-22,0,94.50596525,4.550355652,Sunny,20.158,0.515,Abohar,India,29.74N,73.85E,Rabi       ,Gram,1
192.229.163.180-10.42.0.42-443-58662-6,20-06-22,0,56.83843357,3.14844037,Rain,13.661,0.51,Abohar,India,29.74N,73.85E,Rabi       ,Groundnut,0
192.229.173.173-10.42.0.211-80-55326-6,21-06-22,5.420767556,43.52932175,13.04672926,Cloudy,12.941,0.322,Abohar,India,29.74N,73.85E,Rabi       ,Horse-gram,0
10.42.0.211-10.42.0.1-20689-53-17,22-06-22,4.735637741,89.98972781,19.6723496,Rain,16.28,0.374,Abohar,India,29.74N,73.85E,Rabi       ,Jowar,0
10.42.0.211-31.13.80.52-42522-443-6,23-06-22,0,76.62284952,14.44228083,Snow,24.519,0.457,Abohar,India,29.74N,73.85E,Rabi       ,Maize,1
183.79.250.123-10.42.0.211-443-33960-6,24-06-22,0,83.22799371,5.764076426,Rain,30.799,0.499,Abohar,India,29.74N,73.85E,Rabi       ,Moong(Green Gram),0
220.243.235.201-10.42.0.211-80-46741-6,25-06-22,0,52.23154931,18.64444614,Partly Cloudy,34.698,0.325,Abohar,India,29.74N,73.85E,Rabi       ,Onion,1
10.42.0.151-23.21.66.160-59329-443-6,26-06-22,0,53.46897892,5.483446985,Rain,35.428,0.396,Abohar,India,29.74N,73.85E,Rabi       ,Other  Rabi pulses,0
172.217.12.170-10.42.0.151-443-40546-6,27-06-22,0,56.63883329,15.85499372,Snow,34.156,0.472,Abohar,India,29.74N,73.85E,Rabi       ,Ragi,1
172.217.10.106-10.42.0.151-443-47134-6,28-06-22,0,43.34553853,17.88152967,Rain,31.034,0.506,Abohar,India,29.74N,73.85E,Rabi       ,Rice,0
10.42.0.211-31.13.69.203-59042-443-6,29-06-22,5.183597031,44.9545344,6.069401141,Cloudy,30.027,0.317,Abohar,India,29.74N,73.85E,Rabi       ,Sunflower,1
10.42.0.211-10.42.0.1-4219-53-17,30-06-22,0,51.15600215,8.028572062,Partly Cloudy,24.87,0.251,Abohar,India,29.74N,73.85E,Rabi       ,Urad,1
10.42.0.211-10.42.0.1-40900-53-17,01-07-22,0,80.61692602,2.310179573,Cloudy,19.147,0.321,Abohar,India,29.74N,73.85E,Summer     ,Dry chillies,0
172.217.11.46-10.42.0.151-443-39126-6,02-07-22,7.425689696,54.85784206,18.71985248,Partly Cloudy,14.878,0.602,Abohar,India,29.74N,73.85E,Summer     ,Jowar,1
172.217.12.206-10.42.0.151-443-37160-6,03-07-22,6.708411279,97.40450277,13.70396955,Sunny,11.901,0.477,Abohar,India,29.74N,73.85E,Summer     ,Maize,0
10.42.0.211-106.39.162.36-53898-80-6,04-07-22,0,68.73523983,6.604441709,Sunny,16.239,0.445,Abohar,India,29.74N,73.85E,Summer     ,Onion,0
183.79.248.124-10.42.0.211-443-40419-6,05-07-22,0,33.12215115,15.91603493,Sunny,22.208,0.392,Abohar,India,29.74N,73.85E,Summer     ,Ragi,1
172.217.10.110-10.42.0.151-443-42580-6,06-07-22,8.68080752,65.79864341,18.12857151,Sunny,28.32,0.556,Abohar,India,29.74N,73.85E,Summer     ,Rice,1
10.42.0.151-10.42.0.1-61503-53-17,07-07-22,0,31.20333702,7.955067793,Snow,32.369,0.373,Abohar,India,29.74N,73.85E,Summer     ,Sunflower,0
162.208.20.184-10.42.0.211-443-38181-6,08-07-22,0,33.06635808,12.63627208,Partly Cloudy,34.338,0.154,Abohar,India,29.74N,73.85E,Whole Year ,Arecanut,1
172.217.6.195-10.42.0.211-80-57464-6,09-07-22,0,68.85688075,12.40336351,Partly Cloudy,33.796,0.584,Abohar,India,29.74N,73.85E,Whole Year ,Banana,0
10.42.0.211-106.39.162.36-54697-80-6,10-07-22,0,65.44742672,0.810233749,Cloudy,31.878,0.433,Abohar,India,29.74N,73.85E,Whole Year ,Black pepper,1
173.194.208.188-10.42.0.42-5228-36098-6,11-07-22,0,48.4708319,9.704047027,Rain,29.473,0.476,Abohar,India,29.74N,73.85E,Whole Year ,Cashewnut,0
10.42.0.211-36.110.213.49-58094-443-6,12-07-22,0,41.37447295,8.025386105,Snow,24.673,0.315,Abohar,India,29.74N,73.85E,Whole Year ,Coconut ,1
10.42.0.211-72.30.2.182-57150-443-6,13-07-22,0,53.57748274,17.59259109,Sunny,18.465,0.396,Abohar,India,29.74N,73.85E,Whole Year ,Coriander,0
10.42.0.211-63.250.200.101-45750-443-6,14-07-22,0,75.53720628,18.29006181,Sunny,13.444,0.49,Abohar,India,29.74N,73.85E,Whole Year ,Cotton(lint),0
10.42.0.151-63.251.88.56-56020-443-6,15-07-22,0,33.98222459,0.885251301,Cloudy,12.17,0.339,Abohar,India,29.74N,73.85E,Whole Year ,Dry ginger,1
10.42.0.151-119.146.74.33-38816-443-6,16-07-22,0,65.80179643,9.583533431,Cloudy,14.535,0.381,Abohar,India,29.74N,73.85E,Whole Year ,Garlic,0
202.77.129.150-10.42.0.211-80-42569-6,17-07-22,0,77.26999439,11.2536596,Sunny,21.983,0.39,Abohar,India,29.74N,73.85E,Whole Year ,Sugarcane,0
10.42.0.1-10.42.0.42-53-48880-17,18-07-22,0,79.83433572,11.63220605,Cloudy,28.471,0.246,Abohar,India,29.74N,73.85E,Whole Year ,Tapioca,1
172.217.10.226-10.42.0.211-443-40200-6,19-07-22,0,64.55046673,19.38432947,Snow,31.633,0.357,Abohar,India,29.74N,73.85E,Whole Year ,Tobacco,1
10.42.0.211-66.102.255.44-43112-443-6,20-07-22,8.131103143,49.61492045,5.898027561,Cloudy,35.559,0.4,Abohar,India,29.74N,73.85E,Whole Year ,Turmeric,0
10.42.0.1-10.42.0.42-53-47527-17,21-07-22,0,73.22790391,17.07186555,Sunny,32.718,0.337,Abohar,India,29.74N,73.85E,Kharif     ,Arhar/Tur,0
172.217.12.195-10.42.0.151-443-54886-6,22-07-22,3.919768033,63.05630649,7.738067286,Partly Cloudy,30.525,0.452,Abohar,India,29.74N,73.85E,Kharif     ,Bajra,0
198.11.188.80-10.42.0.211-443-42714-6,23-07-22,0,54.9986598,15.97862759,Partly Cloudy,29.74,0.385,Abohar,India,29.74N,73.85E,Kharif     ,Castor seed,1
172.217.6.194-10.42.0.42-443-52203-6,24-07-22,0,67.22863653,6.65125454,Snow,24.505,0.349,Abohar,India,29.74N,73.85E,Kharif     ,Cotton(lint),1
10.42.0.211-64.71.142.95-60199-443-6,25-07-22,0,40.41362277,10.66179175,Rain,17.946,0.345,Abohar,India,29.74N,73.85E,Kharif     ,Cowpea(Lobia),1
172.217.10.42-10.42.0.151-443-41312-6,26-07-22,0,44.7862597,3.279352592,Rain,13.214,0.624,Abohar,India,29.74N,73.85E,Kharif     ,Dry chillies,1
10.42.0.151-10.42.0.1-55865-53-17,27-07-22,0,73.44563502,14.05882378,Rain,11.661,0.362,Abohar,India,29.74N,73.85E,Kharif     ,Groundnut,1
172.217.11.14-10.42.0.151-443-35241-6,28-07-22,3.168127669,60.02489406,13.95399532,Rain,15.372,0.487,Abohar,India,29.74N,73.85E,Kharif     ,Horse-gram,0
10.42.0.211-10.42.0.1-3346-53-17,29-07-22,7.36743651,93.12015413,11.02072353,Partly Cloudy,22.81,0.688,Abohar,India,29.74N,73.85E,Kharif     ,Jowar,1
172.217.11.42-10.42.0.211-443-49412-6,30-07-22,7.160862389,89.27144784,9.4417063,Rain,27.91,0.335,Abohar,India,29.74N,73.85E,Kharif     ,Maize,0
10.42.0.151-23.199.25.36-48955-80-6,31-07-22,0,78.54998932,2.598343151,Snow,29.235,0.408,Abohar,India,29.74N,73.85E,Kharif     ,Moong(Green Gram),0
10.42.0.1-10.42.0.42-53-9443-17,01-08-22,8.822387916,61.30299777,14.57355911,Rain,35.504,0.425,Abohar,India,29.74N,73.85E,Kharif     ,Niger seed,0
172.217.10.129-10.42.0.211-443-57176-6,02-08-22,0,69.92113173,3.440406036,Partly Cloudy,34.021,0.711,Abohar,India,29.74N,73.85E,Kharif     ,Onion,1
10.42.0.211-10.42.0.1-1386-53-17,03-08-22,0,47.20113007,11.16985605,Rain,31.634,0.709,Abohar,India,29.74N,73.85E,Kharif     ,Other Kharif pulses,0
172.217.12.170-10.42.0.211-443-44363-6,04-08-22,9.448106951,48.09322286,1.567353327,Sunny,28.434,0.35,Abohar,India,29.74N,73.85E,Kharif     ,Peas & beans (Pulses),1
10.42.0.211-52.84.29.154-52844-443-6,05-08-22,0,64.07020878,1.317220519,Rain,25.09,0.897,Abohar,India,29.74N,73.85E,Kharif     ,Potato,0
151.101.21.140-10.42.0.211-443-60357-6,06-08-22,9.1031943,61.21024378,11.36969308,Partly Cloudy,18.143,0.394,Abohar,India,29.74N,73.85E,Kharif     ,Ragi,1
10.42.0.211-10.42.0.1-41153-53-17,07-08-22,0,82.00148366,12.06722413,Rain,13.754,0.481,Abohar,India,29.74N,73.85E,Kharif     ,Rice,0
10.42.0.211-54.192.37.117-36739-443-6,08-08-22,0,79.034623,5.386580208,Sunny,10.76,1.036,Abohar,India,29.74N,73.85E,Kharif     ,Sesamum,1
10.42.0.211-54.192.38.171-35682-443-6,09-08-22,0,47.43351732,9.967031803,Cloudy,13.004,0.728,Abohar,India,29.74N,73.85E,Kharif     ,Small millets,1
172.217.10.238-10.42.0.211-443-49199-6,10-08-22,2.343362056,68.71734217,13.78587768,Cloudy,22.548,0.721,Abohar,India,29.74N,73.85E,Kharif     ,Sunflower,0
10.42.0.211-10.42.0.1-47580-53-17,11-08-22,0,45.68939582,8.411586543,Partly Cloudy,30.376,0.941,Abohar,India,29.74N,73.85E,Kharif     ,Urad,1
10.42.0.211-104.193.88.109-53568-80-6,12-08-22,0,40.08171674,17.11195245,Sunny,32.528,0.655,Abohar,India,29.74N,73.85E,Rabi       ,Cotton(lint),0
172.217.12.193-10.42.0.211-443-38502-6,13-08-22,0,85.56996409,3.277140079,Cloudy,32.967,0.6,Abohar,India,29.74N,73.85E,Rabi       ,Cowpea(Lobia),0
10.42.0.211-106.39.162.36-53895-80-6,14-08-22,0,96.28273915,12.06874377,Rain,31.707,0.65,Abohar,India,29.74N,73.85E,Rabi       ,Dry chillies,1
10.42.0.151-10.42.0.1-12355-53-17,15-08-22,0,80.5035927,14.00146711,Partly Cloudy,31.557,0.513,Abohar,India,29.74N,73.85E,Rabi       ,Gram,1
10.42.0.211-52.26.15.212-56294-443-6,16-08-22,0,59.89166907,8.151568536,Snow,30.674,0.444,Abohar,India,29.74N,73.85E,Rabi       ,Groundnut,0
172.217.1.174-10.42.0.42-443-42788-6,17-08-22,0,72.30937787,12.48610891,Rain,26.124,0.221,Abohar,India,29.74N,73.85E,Rabi       ,Horse-gram,1
10.42.0.211-10.42.0.1-57631-53-17,18-08-22,5.667006809,60.47080013,9.502861877,Sunny,17.603,0.469,Abohar,India,29.74N,73.85E,Rabi       ,Maize,0
203.205.158.60-10.42.0.211-80-51693-6,19-08-22,0,69.95274362,11.85583069,Partly Cloudy,13.115,0.333,Abohar,India,29.74N,73.85E,Rabi       ,Moong(Green Gram),1
10.42.0.42-31.13.71.52-37368-443-6,20-08-22,0,65.36592795,6.987361908,Partly Cloudy,12.909,0.35,Abohar,India,29.74N,73.85E,Rabi       ,Onion,0
